Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Finland,FIN,10070.2,10340.8,..,..,9506.7,..,8895.5,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,France,FRA,75709.5,85588.4,..,..,82878.1,..,83753.2,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Gabon,GAB,3478.5,4082.1,..,..,5247.8,..,3817.5,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Georgia,GEO,5037,4137.4,..,..,4708.2,..,4863.5,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Germany,DEU,115443.1,76116.9,..,..,57614,..,57229.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Ghana,GHA,7924.7,9627.9,..,..,22497.5,..,20664.5,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Greece,GRC,7734.1,8089.2,..,..,8202.6,..,8417,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Guatemala,GTM,4798.4,19385.6,..,..,6365.4,..,6745.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Haiti,HTI,3307.8,4132.6,..,..,4492.1,..,4497.3,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Honduras,HND,3971.4,3447.7,..,..,5418,..,5729.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Hong Kong SAR, China",HKG,1532.1,2694.6,..,..,2976.8,..,3085.6,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Hungary,HUN,10050.4,8217.5,..,..,7389,..,7282.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Iceland,ISL,341.7,336.5,..,..,367.2,..,383.3,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,India,IND,513638.8,561557.5,..,..,606197.6,..,621479.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Indonesia,IDN,152209.9,167822.1,..,..,210873.4,..,218929.1,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Iran, Islamic Rep.",IRN,56661.5,79664.5,..,..,108607.6,..,115333.9,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Iraq,IRQ,21395.3,22289,..,..,22640,..,23873.8,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Ireland,IRL,13883.9,14897,..,..,14415.1,..,13895.5,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Israel,ISR,1913,2698.8,..,..,3915.3,..,3350.1,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Italy,ITA,47143.8,46724.9,..,..,37339.7,..,37547.9,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Jamaica,JAM,1235.1,1379.2,..,..,1330.9,..,1290.6,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Japan,JPN,66927.6,47483.5,..,..,40956.9,..,40261.8,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Jordan,JOR,867.1,1401.8,..,..,2204.6,..,2072.1,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Kazakhstan,KAZ,69232.6,38573.8,..,..,62806.4,..,67542.2,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Kenya,KEN,20324.3,22284,..,..,27447.9,..,27477.3,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Korea, Dem. Rep.",PRK,21625.7,17323.9,..,..,18704.6,..,18611.3,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Korea, Rep.",KOR,31306,30924.9,..,..,31051.4,..,31983.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Kosovo,KSV,..,..,..,..,..,..,0,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Kuwait,KWT,5323.1,10196.8,..,..,12633.1,..,12441.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Kyrgyz Republic,KGZ,5822.6,3485.8,..,..,3664.5,..,3968.4,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Latvia,LVA,5472.8,2840,..,..,3192.1,..,3227.4,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Lebanon,LBN,699,906.6,..,..,1091.7,..,1127.4,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Libya,LBY,16704.4,13011.1,..,..,17890,..,18132.2,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Lithuania,LTU,7603.6,5000.2,..,..,5155.8,..,5052.2,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Luxembourg,LUX,979.4,1018.7,..,..,1146.5,..,1235.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Macedonia, FYR",MKD,1662.6,1490,..,..,1376.4,..,1369.3,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Malaysia,MYS,23624.6,29241.7,..,..,35122.2,..,33598.8,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Malta,MLT,183.7,230.8,..,..,234.5,..,235.4,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Mexico,MEX,98325.8,102714.2,..,..,115119.4,..,115858,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Moldova,MDA,4086.4,3254.7,..,..,3377.5,..,3415,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Mongolia,MNG,8301,9217.9,..,..,6868.3,..,6134.4,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Montenegro,MNE,..,..,..,..,..,..,0,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Morocco,MAR,9225.5,9601.5,..,..,11255.1,..,11777.6,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Mozambique,MOZ,11782.7,12970.3,..,..,8517.4,..,9772.4,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Myanmar,MMR,83992.6,66941.3,..,..,76509.9,..,79130.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Namibia,NAM,3553.5,4581.7,..,..,4941.9,..,4988.2,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Nepal,NPL,20285.8,21206.1,..,..,23063.9,..,23512.1,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Netherlands,NLD,30114.7,24286.4,..,..,20464.6,..,20268.9,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,New Zealand,NZL,26680.5,26569.9,..,..,27566,..,28133,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Nicaragua,NIC,4811.3,5565.7,..,..,6199.5,..,6361.4,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Nigeria,NGA,65137.4,82588.8,..,..,95807.7,..,88021.4,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Norway,NOR,14121.9,17151.7,..,..,17172.7,..,17148,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Oman,OMN,6152.9,10326.3,..,..,15614.3,..,16527.2,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Pakistan,PAK,90807,117128.8,..,..,150643.8,..,155236.3,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Panama,PAN,2769.4,2789.9,..,..,3375.7,..,3311.6,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Paraguay,PRY,15500.8,15184.3,..,..,14520,..,15930.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Peru,PER,13573.7,16345.1,..,..,17136.4,..,18942.9,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Philippines,PHL,41551.5,49915.1,..,..,56379.8,..,56049.4,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Poland,POL,107611.4,72790.9,..,..,65399.6,..,65452.5,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Portugal,PRT,9868.6,12289.1,..,..,13026.9,..,12600.5,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Qatar,QAT,4358.8,13133.5,..,..,28221.6,..,40328.2,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Romania,ROM,37410.3,25129.4,..,..,26823.8,..,26146,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Russian Federation,RUS,624476.8,465548.5,..,..,510601.5,..,533546,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Saudi Arabia,SAU,29672.1,41797.5,..,..,55143.7,..,60310.2,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Senegal,SEN,5628.2,7078.1,..,..,9131.9,..,9732.9,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Serbia,SRB,11939.7,8650.9,..,..,6726.4,..,6589,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Singapore,SGP,986.7,1690.6,..,..,2339.7,..,2339.1,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Slovak Republic,SVK,6451.4,4432.3,..,..,4014.6,..,3984.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Slovenia,SVN,3033.9,2871.1,..,..,2912.5,..,2901.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,South Africa,ZAF,53368.8,59430.1,..,..,67187.3,..,65311.3,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Spain,ESP,32795,35105.4,..,..,36476.4,..,36824.1,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Sri Lanka,LKA,11514.2,9607.2,..,..,11353.2,..,11630.9,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Sudan,SDN,47141.6,64406.9,..,..,100992.6,..,94638.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Sweden,SWE,11519.3,11466.3,..,..,11390.1,..,10844.8,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Switzerland,CHE,5904.8,5126.2,..,..,4946.1,..,4992.4,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Syrian Arab Republic,SYR,8384.9,12608.8,..,..,12503.8,..,12532.1,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Tajikistan,TJK,4299,3303.6,..,..,4507.7,..,4942.8,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Tanzania,TZA,26890.9,29123.6,..,..,25359.6,..,27445.1,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Thailand,THA,84955.6,83448.4,..,..,97443.8,..,104410.5,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Timor-Leste,TMP,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Togo,TGO,3089.4,3439.6,..,..,5866,..,5237.9,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Trinidad and Tobago,TTO,3037.6,5527.5,..,..,13508.6,..,14499.1,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Tunisia,TUN,4054.8,6880.6,..,..,6949.3,..,7497.3,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Turkey,TUR,43852.7,56263.6,..,..,75651.5,..,77306.9,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Turkmenistan,TKM,29846.4,21217,..,..,32847.9,..,26545.9,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Ukraine,UKR,122284.7,85243.9,..,..,68265.2,..,68397.6,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,United Arab Emirates,ARE,13414.2,19913.2,..,..,23939.1,..,25607.6,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,United Kingdom,GBR,117309.7,85893.9,..,..,60813.5,..,61173.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,United States,USA,635108.2,553739.7,..,..,545325,..,524688.1,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Uruguay,URY,15752.1,18183.2,..,..,20571.4,..,19165.2,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Uzbekistan,UZB,32947.4,37079,..,..,46338.7,..,46862.1,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Venezuela, RB",VEN,43935.4,57498.2,..,..,60048.6,..,57072.3,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Vietnam,VNM,60474.3,75418.2,..,..,106432.8,..,111337.5,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,West Bank and Gaza,WBG,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Yemen, Rep.",YEM,3912.6,6121.1,..,..,8292.4,..,8764.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Zambia,ZMB,29119.3,18099.8,..,..,6121.2,..,6422.9,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Zimbabwe,ZWE,10256,9671.6,..,..,8455,..,8420.5,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Albania,ALB,1276.4,1270.7,..,..,1121.4,..,1123.6,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Algeria,DZA,3867.6,4507.1,..,..,5687.2,..,6256.9,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Andorra,ADO,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Angola,AGO,17734.2,3005.3,..,..,3307,..,3569.8,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Argentina,ARG,38453.2,41951.9,..,..,54015.7,..,52061.4,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Armenia,ARM,805,461.6,..,..,731.4,..,985.9,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Australia,AUS,63067.1,75583.7,..,..,58046.7,..,51461.8,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Austria,AUT,5086.3,4792,..,..,4196.1,..,3758.7,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Azerbaijan,AZE,2665.8,2031.7,..,..,2622.4,..,2646.6,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Bahrain,BHR,70.2,88.2,..,..,116.7,..,128.6,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Bangladesh,BGD,15150.6,19614.2,..,..,22348.4,..,26159.6,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Belarus,BLR,16372.3,10795.9,..,..,12549.9,..,13445.7,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Belgium,BEL,9037.7,9844.1,..,..,9028.7,..,10126.8,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Benin,BEN,3732.5,3347.2,..,..,5136,..,4771.1,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
